r_kpc,phi_mid,lap_phi,K_free_phi,V_eff,K_eff_phi
17.067021276595746,0.0064369003910943225,0.0001326380775721877,-0.0001326380775721877,0.015420509573338004,-3.3377793468694546e-05
17.317271589486857,0.006161856413872685,0.0001233261180397683,-0.0001233261180397683,0.014869847117182875,-3.1700255207448746e-05
17.567521902377973,0.005902261775701321,0.00011478776681217728,-0.00011478776681217728,0.014342780912829731,-3.0132919273123866e-05
17.817772215269088,0.005657046787389502,0.00010694907052631699,-0.00010694907052631699,0.01383822950591207,-2.8665558756738494e-05
18.0680225281602,0.005425229419519844,9.974404618756527e-05,-9.974404618756527e-05,0.013355155804725884,-2.7289262013495186e-05
18.318272841051314,0.005205907034738384,9.311372766531608e-05,-9.311372766531608e-05,0.012892566522722549,-2.5996224908842174e-05
18.56852315394243,0.00499824899934414,8.700533726457244e-05,-8.700533726457244e-05,0.012449511393626102,-2.477957939905731e-05
18.81877346683354,0.004801490070355254,8.137156455994238e-05,-8.137156455994238e-05,0.012025082205138418,-2.36332517567646e-05
19.069023779724656,0.004614924467673071,7.616993741151139e-05,-7.616993741151139e-05,0.011618411690767704,-2.255184502428867e-05
19.31927409261577,0.0044379005525192056,7.136227236444076e-05,-7.136227236444076e-05,0.011228672313609049,-2.1530541299818058e-05
19.569524405506883,0.004269816043270123,6.691419355050696e-05,-6.691419355050696e-05,0.010855074970866267,-2.056502028900222e-05
19.819774718398,0.0041101137083992285,6.279471081409038e-05,-6.279471081409038e-05,0.010496867643475525,-1.965139121738932e-05
20.07002503128911,0.003958277483659143,5.8975849142237194e-05,-5.8975849142237194e-05,0.010153334011315657,-1.8786135741175867e-05
20.320275344180224,0.003813828967066436,5.543232261692229e-05,-5.543232261692229e-05,0.009823792051113665,-1.7966059925947997e-05
20.57052565707134,0.0036763242508311964,5.21412470768868e-05,-5.21412470768868e-05,0.009507592631223942,-1.7188253719694233e-05
20.82077596996245,0.0035453510542247024,4.908188649224209e-05,-4.908188649224209e-05,0.009204118114926892,-1.645005663027735e-05
21.07102628285357,0.003420526125603655,4.623542875186482e-05,-4.623542875186482e-05,0.008912780981712337,-1.5749028552134382e-05
21.32127659574468,0.003301492885495378,4.358478715458254e-05,-4.358478715458254e-05,0.008633022474143097,-1.5082924875877397e-05
21.571526908635796,0.0031879192858694674,4.111442439950734e-05,-4.111442439950734e-05,0.008364311276296577,-1.4449675168786022e-05
21.821777221526908,0.003079495863541071,3.881019630204462e-05,-3.881019630204462e-05,0.00810614222842382,-1.384736484033787e-05
22.072027534418023,0.0029759339681227214,3.6659212830878114e-05,-3.6659212830878114e-05,0.007858035081314997,-1.327421930969282e-05
22.32227784730913,0.0028769641471123567,3.4649714377216256e-05,-3.4649714377216256e-05,0.00761953329289047,-1.2728590275841417e-05
22.57252816020025,0.0027823346726138336,3.277096144015619e-05,-3.277096144015619e-05,0.007390202868723894,-1.2208943760855478e-05
22.822778473091365,0.002691810195867543,3.1013136144458496e-05,-3.1013136144458496e-05,0.007169631247526302,-1.1713849651756667e-05
23.07302878598248,0.002605170517251316,2.9367254210291074e-05,-2.9367254210291074e-05,0.006957426232059004,-1.1241972514580046e-05
23.32327909887359,0.002522209460721662,2.7825086166984272e-05,-2.7825086166984272e-05,0.006753214965482546,-1.0792063490757083e-05
23.573529411764707,0.0024427338428236133,2.6379086754384102e-05,-2.6379086754384102e-05,0.006556642952773583,-1.0362953118333125e-05
23.823779724655815,0.002366562527423487,2.5022331585668355e-05,-2.5022331585668355e-05,0.006367373126539553,-9.95354494627652e-06
24.074030037546933,0.002293525558228674,2.3748460257933945e-05,-2.3748460257933945e-05,0.006185084956321005,-9.56280983079604e-06
24.32428035043805,0.0022234633619666257,2.255162519646886e-05,-2.255162519646886e-05,0.006009473600284299,-9.18978082153105e-06
