r_kpc,rho_total,rho_UV,rho_MID,rho_IR,M3D_total_Msun,M3D_UV_Msun,M3D_MID_Msun,M3D_IR_Msun,V_circ_km_s
41.341301627033786,887186.8753242808,-0.29124655490906887,65500.54706118542,821686.6195096503,617591195002.3844,-38676165.965327166,158295138816.3345,459334732352.0151,253.47705463579072
41.5915519399249,877288.1269312577,-0.2843000122528382,64325.32488425669,812963.0863470132,622361569609.1562,-38677721.93279209,158646124336.6283,463754122994.4606,253.68745880049676
41.84180225281602,867549.6129112545,-0.27755934331465154,63178.05011617154,804371.8403544263,627135964377.2859,-38679259.28784894,158995004324.37354,468179639312.19995,253.89598870156507
42.09205256570713,857967.97430894,-0.2710172695597718,62057.89691617812,795910.3484100314,631914311712.1086,-38680778.36247524,159341803890.97803,472611188599.493,254.102665657698
42.34230287859824,848539.9381140232,-0.2646668109082486,60964.06855543518,787576.1342253989,636696545344.6392,-38682279.48080009,159686547701.276,477048679922.8439,254.30751074764436
42.59255319148936,839262.3146648962,-0.258501271830117,59895.79622674248,779366.7769394256,641482600302.3809,-38683762.95933476,160029259984.05457,481492024081.2856,254.51054481072035
42.84280350438047,830131.9951432896,-0.2525142281651629,58852.337909565686,771279.909747952,646272412880.8105,-38685229.107195176,160369964542.27213,485941133567.6455,254.71178844748707
43.09305381727158,821145.9491562602,-0.24669951462554174,57832.97728748211,763313.2185682928,651065920615.5226,-38686678.22631665,160708684762.97906,490395922530.7697,254.91126202057313
43.3433041301627,812301.2224020085,-0.24105121294217335,56837.022715339604,755464.4407378818,655863062255.019,-38688110.6116612,161045443626.95135,494856306738.6792,255.10898565563272
43.59355444305381,803594.9344161735,-0.23556364061827087,55863.80623357504,747731.3637462391,660663777734.1301,-38689526.55141769,161380263718.04657,499322203542.6349,255.30497924242837
43.84380475594492,795024.2763954173,-0.23023134025564865,54912.68262728299,740111.8239994745,665468008148.0549,-38690926.32719514,161713167232.29233,503793531842.08966,255.49926243602962
44.09405506883604,786586.5090952554,-0.2250490694215784,53983.02852776288,732603.7056165619,670275695727.0042,-38692310.21420945,162044175986.71613,508270212050.5021,255.69185465811873
44.34430538172715,778278.9607992219,-0.22001179102594942,53074.241554398526,725204.9392566144,675086783811.4346,-38693678.48146381,162373311427.9251,512752166061.9907,255.88277509839494
44.594555694618265,770099.0253565895,-0.21511466418033517,52185.739494844805,717913.5009764088,679901216827.862,-38695031.391923,162700594640.44458,517239317218.8093,256.0720427160698
44.84480600750938,762044.1602859984,-0.2103530355123004,51316.959521608514,710727.4111174253,684718940265.2382,-38696369.202681884,163026046354.823,521731590279.6177,256.2596762414458
45.095056320400495,754111.8849424548,-0.20572243090989853,50467.3574432157,703644.7332216699,689539900651.878,-38697692.165128306,163349686955.51178,526228911388.53125,256.4456941775716
45.34530663329161,746299.778745269,-0.20121854767281114,49636.40698825684,696663.5729755599,694364045532.9294,-38699000.52510056,163671536488.52673,530731208044.9276,256.63011480196764
45.595556946182725,738605.4794646276,-0.19683724704799882,48823.5991206953,689782.0771811793,699191323448.3663,-38700294.523039676,163991614668.89877,535238409073.9905,256.8129561684149
45.84580725907384,731026.6815645708,-0.192574547129045,48028.441384911326,682998.4327542066,704021683911.4984,-38701574.39413676,164309940887.92075,539750444597.9717,256.99423610880274
46.09605757196495,723561.1346002587,-0.1884266160996087,47250.45727903649,676310.8657478383,708855077387.9827,-38702840.36847547,164626534220.19702,544267246008.1542,257.1739722350279
46.34630788485607,716206.6416674952,-0.1843897658025598,46489.18565521144,669717.6404020496,713691455275.3267,-38704092.67116994,164941413430.50214,548788745937.4957,257.35218194094307
46.59655819774718,708961.0579025672,-0.18046044561744287,45744.180145472725,663217.0582175402,718530769882.8687,-38705331.52249821,165254596980.45483,553314878233.9363,257.5288824043458
46.84680851063829,701822.2890305278,-0.1766352366299337,45015.008612042715,656807.4570537218,723372974412.2292,-38706557.13803142,165566103035.01334,557845577934.354,257.7040905890071
47.09705882352941,694788.289960156,-0.17291084607789728,44301.252620862266,650487.2102501398,728218022938.2175,-38707769.728758834,165875949468.79767,562380781239.1486,257.8778232467338
47.34730913642052,687857.0634238677,-0.16928410205954364,43602.50693726625,644254.7257707035,733065870390.183,-38708969.50120894,166184153872.2442,566920425487.44,258.05009691945975
47.59755944931163,681026.6586609506,-0.16575194849000832,42918.37904275948,638108.4453701397,737916472533.8052,-38710156.65756674,166490733557.59833,571464449132.8645,258.2209279413642
47.84780976220275,674295.1701425473,-0.1623114402934703,42248.48867190536,632046.8437820823,742769785953.3065,-38711331.39578733,166795705564.74976,576012791719.9525,258.3903324410123
48.09806007509386,667660.7363368857,-0.1589597388186455,41592.46736839027,626068.4279282342,747625768034.0793,-38712493.90970591,167099086666.91562,580565393861.0735,258.5583263435144
48.348310387984974,661121.5385133037,-0.15569410746618517,40949.95805937474,620171.7361480364,752484376945.7205,-38713644.38914444,167400893376.1762,585122197213.9333,258.7249253727027
48.59856070087609,654675.7995836929,-0.15251190751715063,40320.614647288814,614355.3374483116,757345571625.458,-38714783.02001499,167701141948.86783,589683144459.6101,258.8901450533199
48.8488110137672,648321.782980027,-0.14941059415234542,39704.10161827122,608617.83077235,762209311761.9651,-38715909.98441983,167999848390.8369,594248179281.1125,259.0540007132188
49.09906132665832,642057.7915666924,-0.14638771265284745,39100.09366649236,602957.8442879127,767075557779.5513,-38717025.4607486,168297028462.56036,598817246342.4517,259.21650748557033
49.34931163954944,635882.1665864099,-0.14344089477262728,38508.27533364092,597374.0346936637,771944270822.7163,-38718129.62377236,168592697684.13504,603390291268.2051,259.3776803110765
49.59956195244055,629793.2866385553,-0.1405678552746313,37928.34066288779,591865.0865435228,776815412741.0682,-38719222.64473498,168886871340.14185,607967260623.571,259.5375339401871
49.84981226533166,623789.5666887608,-0.13776638862218885,37359.99286667737,586429.711588472,781688946074.5864,-38720304.69144157,169179564484.3868,612548101894.891,259.69608293531735
50.100062578222776,617869.4571087025,-0.1350343658180422,36802.94400772743,581066.6481353409,786564834039.2285,-38721375.928344466,169470791944.52368,617132763470.633,259.85334167306553
50.35031289111389,612031.4427450399,-0.13236973138371663,36256.91469264976,575774.6604221215,791443040512.8665,-38722436.516626455,169760568326.5614,621721194622.8217,260.0093243464274
50.600563204005,606274.0420164948,-0.12977050047234115,35721.633777632436,570552.5380093628,796323530021.552,-38723486.6142817,170048908019.25977,626313345488.9065,260.1640449670067
50.85081351689612,600595.8060381119,-0.1272347561084028,35196.838085652285,565399.0951872157,801206267726.0947,-38724526.37619418,170335825198.41656,630909167054.0542,260.31751736722055
51.10106382978723,594995.3177717769,-0.12476064654826188,34682.27213471189,560313.1703977116,806091219408.9504,-38725555.954213835,170621333831.04984,635508611133.8549,260.4697552024965
51.35131414267834,589471.1912020893,-0.1223463827555874,34177.68787661977,555293.6256718523,810978351461.4124,-38726575.4972305,170905447679.47742,640111630357.4321,260.6207719534623
51.60156445556946,584022.0705367483,-0.11999023598618018,33682.844445856,550339.3460811282,815867630871.0936,-38727585.1512457,171188180305.2978,644718178150.947,260.77058092812473
51.85181476846057,578646.6294306135,-0.1176905354769427,33197.50791808723,545449.2392030618,820759025209.6985,-38728585.059442334,171469545073.2745,649328208721.4834,260.9191952640386
52.10206508135168,573343.5702326559,-0.11544566623402745,32721.45107791597,540622.2346004061,825652502621.073,-38729575.36225236,171749555155.12695,653941677041.3082,261.0666279304628
52.3523153942428,568111.6232550296,-0.11325406691546053,32254.453195468803,535857.2833136277,830548031809.5288,-38730556.1974226,172028223533.2304,658558538832.4957,261.21289173050405
52.60256570713391,562949.546063534,-0.11111422780377528,31796.299811446956,531153.3573663149,835445582028.4319,-38731527.70007853,172305563004.22787,663178750551.904,261.3579993032462
52.852816020025024,557856.122788755,-0.10902468886442558,31346.78253028013,526509.4492831638,840345123069.054,-38732490.0027864,172581586182.5563,667802269376.5004,261.50196312586513
53.10306633291614,552830.1634572048,-0.10698403788596424,30905.69882104172,521924.57162020094,845246625249.6736,-38733443.235613495,172856305503.88922,672429053189.02,261.644795515728
53.35331664580725,547870.5033418052,-0.10499090869818006,30472.851825799404,517397.75650691445,850150059404.9279,-38734387.5261868,173129733228.4987,677059060563.9552,261.7865086324763
53.603566958698366,542976.0023310811,-0.10304397946457713,30048.050175089695,512928.0551999709,855055396875.4038,-38735322.99974991,173401881444.5387,681692250753.8646,261.92711448009203
53.853817271589485,538145.5443164557,-0.10114197104576839,29631.1078102206,508514.5376482061,859962609497.4644,-38736249.77921843,173672762071.25168,686328583675.9917,262.06662490894644
54.1040675844806,533378.036597058,-0.09928364543052406,29221.843812118823,504156.2920685846,864871669593.3057,-38737167.985233806,173942386862.101,690968019899.1898,262.2050516178306
54.35431789737171,528672.4093014831,-0.09746780423138339,28820.082236451988,499852.4245328353,869782549961.2373,-38738077.73621571,174210767407.8313,695610520631.1421,262.342406155968
54.604568210262826,524027.61482595163,-0.09569328724188951,28425.651954767978,495602.0585644709,874695223866.1814,-38738979.1484129,174477915139.45816,700256047705.8717,262.4786999250077
54.85481852315394,519442.6272883518,-0.09395897105265749,28038.386501405872,491404.334745917,879609665030.3844,-38739872.33595278,174743841331.18958,704904563571.5308,262.6139441809986
55.10506883604505,514916.44199764926,-0.09226376772361934,27658.123925943044,487258.41033547395,884525847624.3374,-38740757.41088955,175008557103.28113,709556031278.467,262.74815003634376
55.35531914893617,510448.074938182,-0.0906066235099264,27284.706650954784,483163.45889385074,889443746257.8993,-38741634.48325109,175272073424.82632,714210414467.5563,262.88132846173517
55.60556946182728,506036.5622683663,-0.08898651763910828,26917.98133487194,479118.669920012,894363335971.6179,-38742503.66108452,175534401116.48376,718867677358.7953,263.01349028806806
55.85581977471839,501680.95983335824,-0.08740246113720855,26557.79873973189,475123.2484960875,899284592228.2446,-38743365.050500624,175795550853.14355,723527784740.1517,263.1446462083349
56.10607008760951,497380.3426912354,-0.08585349570172723,26204.013603627493,471176.4149411036,904207490904.4373,-38744218.75571701,176055533166.5338,728190701956.6592,263.27480677949865
56.35632040050062,493133.8046522729,-0.08433869261930566,25856.484517666988,467277.4044732985,909132008282.6458,-38745064.87910011,176314358447.76913,732856394899.7557,263.40398242434554
56.60657071339173,488940.457830905,-0.08285715172618745,25515.073807266097,463425.4668807906,914058121043.1807,-38745903.52120614,176572036949.8428,737524829996.8591,263.5321834333167
56.85682102628285,484799.43220998015,-0.0814080004095874,25179.647417601605,459619.866200379,918985806256.4534,-38746734.780820966,176828578790.06387,742195974201.1703,263.6594199663186
57.10707133917396,480709.8752169291,-0.07999039264818619,24850.074803063,455859.8804042588,923915041375.3884,-38747558.75499881,177083993952.44086,746869794981.7025,263.7857020545129
57.35732165206508,476670.9513114736,-0.07860350809005491,24526.228820545664,452144.801094436,928845804228.0039,-38748375.53910011,177338292290.01318,751546260313.53,263.91103960208454
57.607571964956186,472681.84158452955,-0.07724655116639476,24207.985626436475,448473.93320464424,933778073010.1528,-38749185.226828255,177591483527.13187,756225338668.2479,264.0354423879892
57.857822277847305,468741.7433679532,-0.07591875023955207,23895.224577148223,444846.59470955527,938711826278.425,-38749987.910265446,177843577261.69107,760906999004.6443,264.158920067679
58.108072590738416,464849.86985480646,-0.07461935678384359,23587.828133066345,441262.1163410969,943647042943.2021,-38750783.6799076,178094582967.311,765591210759.571,264.28148217480725
58.35832290362953,461005.44972981646,-0.07334764459779157,23285.6817657765,437719.8413116846,948583702261.8657,-38751572.62469837,178344509995.47437,770277943839.0159,264.403138122912
58.60857321652065,457207.72680972435,-0.07210290904643886,22988.673868447622,434219.1250441858,953521783832.1531,-38752354.832062274,178593367577.61682,774967168609.3682,264.5238972070785
58.85882352941176,453455.9596932233,-0.07088446633247154,22696.695669250243,430759.33490843937,958461267585.6558,-38753130.38793699,178841164827.17303,779658855888.8707,264.6437686055803
59.10907384230287,449749.42142019555,-0.06969165279493773,22409.641147694776,427339.84996415355,963402133781.4612,-38753899.37680484,179087910741.5792,784352976939.2588,264.7627613814995
59.35932415519399,446087.39913997386,-0.06852382423440638,22127.40695377953,423960.06071001856,968344362999.9287,-38754661.88172347,179333614204.23352,789049503457.5769,264.88088448432603
59.6095744680851,442469.1937883555,-0.06738035526346359,21849.89232984284,420619.36883886793,973287936136.6023,-38755417.98435573,179578283986.4151,793748407568.1714,264.9981467515359
59.85982478097621,438894.11977310677,-0.06626063868149293,21576.99903501776,417317.1869987277,978232834396.2534,-38756167.76499888,179821928749.16296,798449661814.8555,265.1145569101491
60.11007509386733,435361.50466770976,-0.06516408487273598,21308.63127219238,414052.93855960225,983179039287.0522,-38756911.30261295,180064557045.1156,803153239153.239,265.23012357826605
60.36032540675844,431870.6889131064,-0.06409012122667337,21044.695617382702,410826.05738584494,988126532614.8604,-38757648.674848534,180306177320.3125,807859112943.2227,265.3448552665846
60.61057571964955,428421.02552720223,-0.0630381915798106,20785.100951428594,407635.98761396523,993075296477.6521,-38758379.95807375,180546797915.95834,812567256941.6516,265.4587603798958
60.86082603254067,425011.8798219058,-0.062007755677994075,20529.758393927426,404482.18343573407,998025313260.0479,-38759105.22740067,180786427070.15088,817277645295.124,265.57184721855964
61.11107634543178,421642.62912748096,-0.06099828865842169,20278.581239323128,401364.1088864465,1002976565627.9675,-38759824.55671099,181025072919.57315,821990252532.9509,265.684123979961
61.361326658322895,418312.66252399865,-0.06000928055054948,20031.48489507188,398281.2376382073,1007929036523.397,-38760538.01868115,181262743501.1516,826705053560.2639,265.7955987599453
61.611576971214014,415021.3805796843,-0.05904023579513211,19788.386821808945,395233.0527981111,1012882709159.2646,-38761245.684806824,181499446753.6799,831422023651.2695,265.9062795542345
61.861827284105125,411768.1950959582,-0.058090672780667485,19549.20647544394,392219.04671118705,1017837567014.4255,-38761947.62542673,181735190519.41016,836141138442.6406,266.0161742598239
62.11207759699624,408552.528858979,-0.057160123396548634,19313.865251114967,389238.7207679874,1022793593828.7529,-38762643.909746036,181969982545.61212,840862373927.0505,266.1252906763584
62.36232790988736,405373.81539749895,-0.056248132602256695,19082.286428934738,386291.58521669684,1027750773598.3323,-38763334.60585903,182203830486.10065,845585706446.8374,266.23363650749116
62.61257822277847,402231.4987468567,-0.055354258011957966,18854.395121464575,383377.1589796501,1032709090570.7544,-38764019.78077135,182436741902.73294,850311112687.8022,266.34121936222147
62.86282853566958,399125.03321892367,-0.05447806949389418,18630.118222854344,380494.9694741388,1037668529240.5107,-38764699.50042167,182668724266.87573,855038569673.1353,266.4480467562153
63.1130788485607,396053.88317784294,-0.053619148783984744,18409.384359589523,377644.5524374022,1042629074344.481,-38765373.82970282,182899784960.8435,859768054757.4673,266.5541261131061
63.36332916145181,393017.52282139054,-0.052777089113081786,18192.123842788184,374825.4517556915,1047590710857.5168,-38766042.832482435,183129931279.30795,864499545621.0413,266.6594647657777
63.61357947434292,390015.4359678033,-0.05195149484734411,17978.268621993284,372037.21929730487,1052553423988.1167,-38766706.57162316,183359170430.67996,869233020264.0083,266.7640699576286
63.86382978723404,387047.11584791605,-0.05114198114121973,17767.752240407877,369279.41474948934,1057517199174.1907,-38767365.10900232,183587509538.46436,873968457000.8354,266.8679488438183
64.11408010012515,384112.0649024641,-0.05034817360254701,17560.50979152269,366551.605459115,1062482022078.9124,-38768018.50553114,183814955642.58798,878705834454.83,266.9711084924959
64.36433041301626,381209.79458439973,-0.04956970796930653,17356.477877087356,363853.36627702037,1067447878586.6567,-38768666.821173534,184041515700.70233,883445131552.7755,267.07355588601087
64.61458072590737,378339.82516608917,-0.048806229797574395,17155.594566378968,361184.27940594,1072414754799.0215,-38769310.114964455,184267196589.46042,888186327519.676,267.1752979221063
64.86483103879848,375501.68555124867,-0.04805739416024827,16957.79935672283,358543.93425191997,1077382637030.9302,-38769948.44502781,184492005105.7693,892929401873.6058,267.2763414150953
65.11508135168961,372694.9130914932,-0.04732286535613372,16763.033135222355,355931.9272791362,1082351511806.8147,-38770581.86859396,184715947968.01834,897674334420.6649,267.3766930970195
65.36533166458072,369919.0534073673,-0.04660231662899686,16571.23814165667,353347.8618680273,1087321365856.876,-38771210.44201685,184939031817.28397,902421105250.0338,267.4763596187916
65.61558197747183,367173.6602137333,-0.045895429896205146,16382.35793250581,350791.3481766574,1092292186113.4219,-38771834.22079068,185161263218.5114,907169694729.1311,267.5753475513209
65.86583229036295,364458.2951494011,-0.045201895486594514,16196.337346065282,348262.0030052313,1097263959707.2778,-38772453.25956628,185382648661.67392,911920083498.8634,267.67366338662237
66.11608260325406,361772.52761088207,-0.04452141188721529,16013.122468612966,345759.449663681,1102236673964.272,-38773067.61216705,185603194562.91006,916672252468.9741,267.7713135389097
66.36633291614517,359115.9345901508,-0.04385368549862388,15832.660601592757,343283.31784224353,1107210316401.7896,-38773677.33160457,185822907265.6394,921426182813.482,267.8683043456719
66.6165832290363,356488.1005163111,-0.043198430398401426,15654.900229780662,340833.24348496087,1112184874725.3997,-38774282.47009383,186041793041.65732,926181855966.2125,267.9646420687347
66.8668335419274,353888.6171010579,-0.042555368112593056,15479.790990400541,338408.86866602546,1117160336825.5454,-38774883.07906815,186259858092.20932,930939253616.4153,268.0603328953059
67.11708385481852,351317.08318783005,-0.04192422739477375,15307.283643157514,336009.8414688999,1122136690774.3066,-38775479.20919376,186477108549.0451,935698357704.4707,268.1553829390057
67.36733416770963,348773.1046045594,-0.041304744012459677,15137.330041158684,333635.81586814474,1127113924822.222,-38776070.91038403,186693550475.45325,940459150417.6791,268.2497982408813
67.61758448060074,346256.29401991644,-0.040696660540594204,14969.883102691592,331286.4516138854,1132092027395.178,-38776658.231813416,186909189867.2765,945221614186.1334,268.3435847704073
67.86783479349185,343766.2708029579,-0.04009972616184952,14804.896783832124,328961.41411885194,1137070987091.3586,-38777241.22193108,187124032653.90842,949985731678.6722,268.43674842647056
68.11808510638298,341302.6608860881,-0.03951369647349432,14642.32605185447,326660.3743479301,1142050792678.2563,-38777819.9284742,187338084699.2718,954751485798.9131,268.52929503834116
68.36833541927409,338865.09663124563,-0.03893833330058932,14482.126859416923,324383.008710162,1147031433089.7407,-38778394.39848104,187551351802.77872,959518859681.3606,268.6212303666282
68.6185857321652,336453.2166992261,-0.038373404515280186,14324.256119497975,322128.99895313266,1152012897423.189,-38778964.67830364,187763839700.27374,964287836687.5935,268.7125601042226
68.86883604505631,334066.6659220631,-0.037818683861968384,14168.671681058453,319898.0320596885,1156995174936.6685,-38779530.8136203,187975554064.9593,969058400402.5227,268.8032898772246
69.11908635794742,331705.095178383,-0.03727395078814765,14015.332305405998,317689.80014692777,1161978255046.1782,-38780092.849447824,188186500508.3045,973830534630.7231,268.89342524585845
69.36933667083854,329368.1612716565,-0.03673899028070315,13864.197643239193,315504.0003674076,1166962127322.9434,-38780650.8301534,188396684580.93793,978604223392.8357,268.98297170537325
69.61958698372966,327055.5268112724,-0.03621359270747789,13715.228212349455,313340.33481251565,1171946781490.7627,-38781204.79946627,188606111773.52356,983379450922.039,269.0719346869304
69.86983729662077,324766.86009635683,-0.0356975536639189,13568.38537595956,311198.5104179509,1176932207423.4077,-38781754.8004892,188814787517.62167,988156201660.5865,269.16031955847745
70.12008760951188,322501.83500226843,-0.035190673824622466,13423.631321678364,309078.23887126386,1181918395142.0728,-38782300.87570964,189022717186.53406,992934460256.4146,269.24813162561
70.370337922403,320260.13086970063,-0.03469275879960567,13280.929041052175,306979.23652140726,1186905334812.8765,-38782843.067010626,189229906096.13422,997714211559.8096,269.3353761324196
70.62058823529411,318041.4323963211,-0.034203618995137346,13140.242309693745,304901.2242902463,1191893016744.4092,-38783381.415681556,189436359505.68283,1002495440620.1421,269.4220582623298
70.87083854818522,315845.4295308846,-0.03372306947896813,13001.535667970582,302843.9275859835,1196881431385.3281,-38783915.96242862,189642082618.62872,1007278132682.6621,269.50818313891955
71.12108886107634,313671.8173697555,-0.03325092984980613,12864.774402234969,300807.0762184503,1201870569322.0024,-38784446.74738509,189847080583.396,1012062273185.354,269.5937558267344
71.37133917396746,311520.2960557771,-0.03278702411088972,12729.924526578678,298790.4043162225,1206860421276.1978,-38784973.81012135,190051358494.15683,1016847847755.8512,269.6787813320854
71.62158948685857,309390.570679428,-0.0323311805475151,12596.95276509581,296793.6502455127,1211850978102.8115,-38785497.189654715,190254921391.59137,1021634842208.4102,269.7632646038364
71.87183979974968,307282.3511822083,-0.031883231608381905,12465.82653463807,294816.5565308018,1216842230787.6484,-38786016.924459115,190457774263.6338,1026423242540.9392,269.84721053417934
72.12209011264079,305195.352262197,-0.03144301379062472,12336.513928047041,292858.8697771638,1221834170445.237,-38786533.05247444,190659922046.2058,1031213034932.0837,269.9306239593986
72.3723404255319,303129.29328172706,-0.031010367528404095,12208.983697848656,290920.34059424594,1226826788316.6929,-38787045.61111585,190861369623.93744,1036004205738.3665,270.0135096606231
72.62259073842303,301083.8981771236,-0.03058513708493458,12083.205240395662,289000.72352186503,1231820075767.6177,-38787554.637282774,191062121830.8749,1040796741491.3801,270.0958723645679
72.87284105131414,299058.8953704537,-0.030167170447832826,11959.148580444224,287099.77695717994,1236814024286.04,-38788060.16736777,191262183451.17688,1045590628895.0305,270.17771674426467
73.12309136420525,297054.0176832366,-0.029756319227672336,11836.784356151302,285217.26308340457,1241808625480.3972,-38788562.237265214,191461559219.79852,1050385854822.8359,270.25904741978087
73.37334167709636,295069.00225206657,-0.029352438559636373,11716.083804480051,283352.94780002505,1246803871077.5513,-38789060.882379785,191660253823.1641,1055182406315.2695,270.3398689589287
73.62359198998747,293103.5904460978,-0.028955387008163923,11597.018747000679,281506.6006544841,1251799752920.8464,-38789556.13763478,191858271899.82758,1059980270577.1565,270.42018587796355
73.87384230287859,291157.5277863483,-0.028565026474488164,11479.56157607483,279677.9947753,1256796262968.2002,-38790048.03748027,192055618041.12268,1064779434975.115,270.5000026422715
74.12409261576971,289230.56386677606,-0.028181222106970036,11363.68524141182,277866.90680658637,1261793393290.232,-38790536.61590112,192252296791.80157,1069579887035.0461,270.5793236670474
74.37434292866082,287322.4522770812,-0.027803842214133574,11249.363236985577,276073.11684393784,1266791136068.4253,-38791021.90642477,192448312650.6629,1074381614439.6687,270.6581533179623
74.62459324155193,285432.950527196,-0.027432758180312457,11136.569588301332,274296.4083716528,1271789483593.327,-38791503.94212892,192643670071.16907,1079184605026.0999,270.73649591182095
74.87484355444305,283561.8199734179,-0.027067844383821493,11025.27884000167,272536.56820126064,1276788428262.7769,-38791982.75564906,192838373462.05365,1083988846783.4788,270.8143557172105
75.12509386733416,281708.825746146,-0.026708978117568914,10915.466043801767,270793.38641132234,1281787962580.1726,-38792458.379185826,193032427187.91812,1088794327850.6335,270.89173695513813
75.37534418022527,279873.7366791812,-0.026356039512028955,10807.106746743984,269066.6562884768,1286788079152.7656,-38792930.84451222,193225835569.8191,1093601036513.791,270.96864379966024
75.6255944931164,278056.3252405542,-0.026008911460497164,10700.176979762367,267356.1742697033,1291788770689.9893,-38793400.18298068,193418602885.8456,1098408961204.3267,271.0450803785023
75.8758448060075,276256.3674648395,-0.02566747954655332,10594.653246547927,265661.7398857711,1296790030001.8164,-38793866.42553001,193610733371.68683,1103218090496.555,271.12105077366897
76.12609511889862,274473.64288692473,-0.025331631973659886,10490.512512705673,263983.15570585104,1301791849997.15,-38794329.6026922,193802231221.19067,1108028413105.562,271.19655902204573
76.37634543178973,272707.9344771951,-0.025001259496826148,10387.732195195054,262320.2272832595,1306794223682.2407,-38794789.7445991,193993100586.9129,1112839917885.0725,271.2716091159915
76.62659574468084,270959.0285781022,-0.024676255356271395,10286.290152045302,260672.76310231222,1311797144159.1353,-38795246.88098888,194183345580.6577,1117652593825.3584,271.34620500392236
76.87684605757195,269226.7148420828,-0.02435651521302179,10186.16467233777,259040.57452626023,1316800604624.151,-38795701.04121254,194372970274.0088,1122466430051.1836,271.4203505908868
77.12709637046308,267510.7861707935,-0.02404193708637882,10087.334466447448,257423.47574628316,1321804598366.3823,-38796152.2542401,194561978698.8527,1127281415819.784,271.49404973913255
77.37734668335419,265811.03865563317,-0.023732421293199215,9989.778656536137,255821.28373151834,1326809118766.228,-38796600.54866686,194750374847.89273,1132097540518.8843,271.56730626866477
77.6275969962453,264127.27151951863,-0.023427870388927827,9893.47676729,254233.81818009904,1331814159293.9536,-38797045.952719316,194938162675.15546,1136914793664.751,271.6401239577966
77.87784730913641,262459.28705988615,-0.02312818911032767,9798.408716894503,252660.90147118075,1336819713508.271,-38797488.4942612,195125346096.48834,1141733164900.277,271.712506543691
78.12809762202752,260806.8905928888,-0.02283328431985321,9704.554808239818,251102.35861793332,1341825775054.9517,-38797928.20079922,195311928990.04993,1146552643993.1028,271.7844577228951
78.37834793491864,259169.89039876233,-0.022543064951614122,9611.895720350189,249558.0172214771,1346832337665.4587,-38798365.099488795,195497915196.7917,1151373220833.7666,271.8559811518664
78.62859824780976,257548.09766832902,-0.02225744195887976,9520.412500030796,248027.7074257402,1351839395155.6074,-38798799.217139624,195683308520.93277,1156194885433.892,271.92708044749133
78.87884856070087,255941.32645061702,-0.021976328263075294,9430.086553725996,246511.26187321928,1356846941424.248,-38799230.58022117,195868112730.42664,1161017627924.4016,271.9977591875968
79.12909887359199,254349.39360156472,-0.021699638704222642,9340.89963958283,245008.5156616206,1361854970451.9731,-38799659.21486807,196052331557.42072,1165841438553.7673,272.0680209114529
79.3793491864831,252772.11873378788,-0.02142728999278097,9252.83385971414,243519.30630136374,1366863476299.8472,-38800085.14688537,196235968698.7085,1170666307686.2856,272.13786912026995
79.62959949937421,251209.3241673826,-0.021159200662842916,9165.87165265553,242043.47367392774,1371872453108.1602,-38800508.401753746,196419027816.17493,1175492225800.3872,272.20730727768716
79.87984981226532,249660.83488174147,-0.020895291026644214,9079.995786010824,240580.85999102166,1376881895095.2017,-38800929.004634544,196601512537.23425,1180319183486.9722,272.27633881025434
80.13010012515643,248126.478468358,-0.020635483130345963,8995.189349280674,239131.30975456044,1381891796556.057,-38801346.9803748,196783426455.2614,1185147171447.776,272.34496710790694
80.38035043804756,246606.08508459735,-0.020379700711050146,8911.435746869221,237694.66971742883,1386902151861.427,-38801762.35351211,196964773130.01685,1189976180493.7637,272.413195524434
80.63060075093867,245099.4874084109,-0.020127869155010185,8828.718691263904,236270.78884501616,1391912955456.4646,-38802175.14827946,197145556088.06396,1194806201543.549,272.4810273779392
80.88085106382978,243606.52059397224,-0.019879915456999762,8747.022196383488,234859.51827750422,1396924201859.6362,-38802585.388609886,197325778823.18118,1199637225621.8438,272.5484659512953
81.13110137672089,242127.02222821396,-0.0196357681808044,8666.33057108978,233460.71129289235,1401935885661.6003,-38802993.09814118,197505444796.76663,1204469243857.932,272.61551449259235
81.381351689612,240660.8322882448,-0.01939535742080139,8586.628412858468,232074.22327074377,1406948001524.106,-38803398.30022035,197684557438.23734,1209302247484.1687,272.6821762155786
81.63160200250312,239207.79309962614,-0.0191586147645949,8507.900601604679,230699.91165663622,1411960544178.9116,-38803801.01790811,197863120145.42184,1214136227834.5076,272.74845430009583
81.88185231539424,237767.74929548867,-0.018925473256674086,8430.132293659057,229337.63592730288,1416973508426.7231,-38804201.273983285,198041136284.94702,1218971176343.0503,272.814351892508
82.13210262828535,236340.54777647133,-0.01869586736306336,8353.308915890231,227987.25755644846,1421986889136.1482,-38804599.09094705,198218609192.6189,1223807084542.6204,272.87987210612397
82.38235294117646,234926.03767146054,-0.018469732936934345,8277.41615996966,226648.63998122382,1427000681242.671,-38804994.49102717,198395542173.7978,1228643944063.3643,272.9450180216137
82.63260325406758,233524.0702991155,-0.018247007185151348,8202.439976775035,225321.64856934766,1432014879747.644,-38805387.496182166,198571938503.76764,1233481746631.3726,273.009792687419
82.88285356695869,232134.49913015994,-0.018027628635721323,8128.366570928427,224006.15058686014,1437029479717.2969,-38805778.12810535,198747801428.09985,1238320484067.3252,273.0741991201579
