model,r_scale,V0,chi2,dof,chi2_dof,success,nfev,galaxy,rank
GenFT,0.26621009392535677,81.29379017955317,1.3823002282741497,4,0.3455750570685374,True,118,UGC06923_rotmod,1.0
NFW,11.978275418232261,230.91616263842886,2.513780080550862,4,0.6284450201377155,True,138,UGC06923_rotmod,4.0
Burkert,2.244568401639036,127.25173312616468,1.5796211534102458,4,0.39490528835256145,True,101,UGC06923_rotmod,2.0
PseudoIso,1.2718714758102379,101.02680218673157,1.8031033876938272,4,0.4507758469234568,True,101,UGC06923_rotmod,3.0
Einasto_alpha0.18,28.106962411573633,84.03445147145496,2.9854181498495658,4,0.7463545374623914,True,211,UGC06923_rotmod,5.0
GenFT,0.5199852907783329,109.27194874952764,5.833872641838647,8,0.7292340802298308,True,131,UGC06930_rotmod,5.0
NFW,9.775408662211078,238.47821865523863,1.770350681976207,8,0.22129383524702587,True,118,UGC06930_rotmod,3.0
Burkert,3.647739720992241,163.47711550949904,1.6989925131569674,8,0.21237406414462093,True,91,UGC06930_rotmod,2.0
PseudoIso,1.6040130870791516,119.45356801433212,0.7509659729316287,8,0.09387074661645359,True,106,UGC06930_rotmod,1.0
Einasto_alpha0.18,14.794132666976688,111.7466021569804,2.837462743156921,8,0.3546828428946151,True,89,UGC06930_rotmod,4.0
GenFT,0.18429612187954883,183.8270958988623,55.52926308021367,7,7.932751868601953,True,127,UGC06973_rotmod,5.0
NFW,1.8620383880003764,378.0838722264573,9.334308848980035,7,1.3334726927114335,True,106,UGC06973_rotmod,3.0
Burkert,1.1050195302700083,271.18185736707346,17.17009943812074,7,2.452871348302963,True,98,UGC06973_rotmod,4.0
PseudoIso,0.071360480930043,175.2434634477433,2.572251134806701,7,0.3674644478295287,True,122,UGC06973_rotmod,1.0
Einasto_alpha0.18,1.9752694997494533,175.22787787912154,7.417046159823637,7,1.0595780228319482,True,89,UGC06973_rotmod,2.0
GenFT,0.42483971131037973,110.12647022484134,21.798638520196924,15,1.4532425680131282,True,126,UGC06983_rotmod,5.0
NFW,7.718032999609736,240.0746196045041,8.105542965893445,15,0.540369531059563,True,108,UGC06983_rotmod,2.0
Burkert,2.9862600298263375,164.9511211794156,10.131445067790139,15,0.6754296711860093,True,90,UGC06983_rotmod,4.0
PseudoIso,1.2946584303881938,120.52101212988129,6.7869837274184475,15,0.4524655818278965,True,110,UGC06983_rotmod,1.0
Einasto_alpha0.18,10.973500904394278,113.5064343700243,9.463615031561313,15,0.6309076687707542,True,108,UGC06983_rotmod,3.0
GenFT,0.5108617802353057,75.9464528126228,2.1360011106891097,10,0.21360011106891097,True,120,UGC07089_rotmod,2.0
NFW,146.51947279246855,478.11262060211607,2.408239733773261,10,0.24082397337732608,True,204,UGC07089_rotmod,4.0
Burkert,4.3055408658101,118.85812263005317,2.2145193063307937,10,0.22145193063307939,True,96,UGC07089_rotmod,3.0
PseudoIso,2.5306972726626116,95.6841202086054,1.7455794336211228,10,0.17455794336211228,True,104,UGC07089_rotmod,1.0
Einasto_alpha0.18,52.00114657762651,75.19399350053475,10.200661537399112,10,1.0200661537399112,True,150,UGC07089_rotmod,5.0
GenFT,0.628581408395402,64.96580670140634,16.04095558319027,11,1.4582686893809338,True,128,UGC07125_rotmod,5.0
NFW,14.833935652444904,149.53169924059088,4.6750669497934645,11,0.4250060863448604,True,123,UGC07125_rotmod,2.0
Burkert,4.668822193783952,98.12382280797127,9.091911011264326,11,0.8265373646603933,True,87,UGC07125_rotmod,4.0
PseudoIso,2.1684821457699597,73.12294961695083,3.5565061085151544,11,0.3233187371377413,True,102,UGC07125_rotmod,1.0
Einasto_alpha0.18,24.623213943849912,68.35759319336596,7.3351888792402455,11,0.6668353526582042,True,121,UGC07125_rotmod,3.0
GenFT,0.19576491655120049,72.48853564857757,15.525277825689564,9,1.7250308695210625,True,129,UGC07151_rotmod,3.0
NFW,6.535959876890427,181.53518668363267,35.042343147023956,9,3.8935936830026616,True,117,UGC07151_rotmod,4.0
Burkert,1.522040713695606,110.39756665777865,8.443525572771687,9,0.9381695080857431,True,87,UGC07151_rotmod,1.0
PseudoIso,0.8216436259325721,85.32635924021149,9.47856101975188,9,1.0531734466390976,True,105,UGC07151_rotmod,2.0
Einasto_alpha0.18,11.961436161235387,77.65949248544959,44.366015091940774,9,4.929557232437864,True,134,UGC07151_rotmod,5.0
GenFT,0.1250474424118181,63.5352391011001,0.26118610484141175,2,0.13059305242070587,True,107,UGC07232_rotmod,1.0
NFW,11997.69835639507,6907.278859767366,3.2080983049722454,2,1.6040491524861227,True,823,UGC07232_rotmod,4.0
Burkert,1.0060637963159196,95.63408186790872,0.3642780877288645,2,0.18213904386443225,True,125,UGC07232_rotmod,2.0
PseudoIso,0.6217905181184906,78.69534404219377,0.44595633922458094,2,0.22297816961229047,True,105,UGC07232_rotmod,3.0
Einasto_alpha0.18,8.359672770027508,38.27203768997942,7.756004685952442,2,3.878002342976221,True,143,UGC07232_rotmod,5.0
GenFT,0.21099382348908377,75.41834498411538,4.235480213299138,5,0.8470960426598276,True,122,UGC07261_rotmod,5.0
NFW,4.214079636278637,164.10931838609577,0.30731737086730204,5,0.06146347417346041,True,120,UGC07261_rotmod,2.0
Burkert,1.4804013629561448,112.16042400429089,1.502350746744047,5,0.3004701493488094,True,91,UGC07261_rotmod,4.0
PseudoIso,0.6573301529984292,81.56701868956341,0.17199762522427134,5,0.034399525044854266,True,106,UGC07261_rotmod,1.0
Einasto_alpha0.18,6.42228508564834,76.33539025450902,0.4192592415746625,5,0.0838518483149325,True,87,UGC07261_rotmod,3.0
GenFT,0.45271571507347963,91.26755304465993,5.25491233944998,8,0.6568640424312475,True,131,UGC07323_rotmod,1.0
NFW,66400.60367426353,12915.694723012235,5.585765098736055,8,0.6982206373420069,True,1131,UGC07323_rotmod,2.0
Burkert,3.895225723409242,144.05147441752516,6.423401092354846,8,0.8029251365443557,True,106,UGC07323_rotmod,3.0
PseudoIso,2.3804118449923175,118.23575706325606,6.864371035021316,8,0.8580463793776645,True,118,UGC07323_rotmod,4.0
Einasto_alpha0.18,52.30000372483589,79.86571907930706,30.169785339036046,8,3.771223167379506,True,170,UGC07323_rotmod,5.0
GenFT,0.1929609734133242,98.92117762843179,27.01728231454436,8,3.377160289318045,True,124,UGC07399_rotmod,5.0
NFW,5.0924519321167026,231.99886522152542,7.355568728989545,8,0.9194460911236931,True,112,UGC07399_rotmod,2.0
Burkert,1.4130550717595955,148.6796993699618,10.568543104665977,8,1.3210678880832472,True,92,UGC07399_rotmod,3.0
PseudoIso,0.6941178959603783,111.76183490314556,1.6480065884743114,8,0.20600082355928892,True,110,UGC07399_rotmod,1.0
Einasto_alpha0.18,9.128784520176742,105.94505623239891,11.030806332851608,8,1.378850791606451,True,137,UGC07399_rotmod,4.0
GenFT,0.47274753829823585,79.07481088736766,16.869248348491087,29,0.5816982189134857,True,136,UGC07524_rotmod,3.0
NFW,26.714307688570933,236.96761388176054,20.11389330009715,29,0.6935825275895569,True,120,UGC07524_rotmod,4.0
Burkert,3.8934869719638563,122.43405420012685,16.6289965305098,29,0.5734136734658551,True,98,UGC07524_rotmod,2.0
PseudoIso,2.173204147843564,96.01917469782799,15.351847629161314,29,0.5293740561779764,True,99,UGC07524_rotmod,1.0
Einasto_alpha0.18,41.46821016562211,82.34525248402318,44.88154046357527,29,1.5476393263301818,True,128,UGC07524_rotmod,5.0
GenFT,0.1865152413312031,34.39281760526815,0.12254389790550134,5,0.024508779581100266,True,120,UGC07559_rotmod,1.0
NFW,20818.556715329374,4228.241662159317,1.7829296570632271,5,0.35658593141264544,True,1016,UGC07559_rotmod,4.0
Burkert,1.626640365453072,54.63778237013129,0.1270849453120427,5,0.02541698906240854,True,98,UGC07559_rotmod,2.0
PseudoIso,1.0162459007376854,45.28810613188388,0.17527448484383912,5,0.035054896968767825,True,98,UGC07559_rotmod,3.0
Einasto_alpha0.18,21.453600208201195,30.933828050692313,5.160224012804508,5,1.0320448025609017,True,145,UGC07559_rotmod,5.0
GenFT,0.4018244592096707,34.38607477374407,0.18511682258266274,7,0.02644526036895182,True,108,UGC07577_rotmod,1.0
NFW,25969.87328513211,2703.695196096105,1.8668415558050275,7,0.26669165082928964,True,799,UGC07577_rotmod,4.0
Burkert,2.74847993182991,45.57342772991574,0.2538213186095553,7,0.036260188372793614,True,109,UGC07577_rotmod,2.0
PseudoIso,1.655975734034668,36.69376730208456,0.2998369562946569,7,0.0428338508992367,True,107,UGC07577_rotmod,3.0
Einasto_alpha0.18,15.127026980569472,14.351504034141875,4.153334509310421,7,0.5933335013300601,True,129,UGC07577_rotmod,5.0
GenFT,0.15680192458591435,62.89676207895448,2.72325939084003,10,0.27232593908400304,True,110,UGC07603_rotmod,2.0
NFW,5.442495359129433,157.95229455806864,17.55864337750464,10,1.7558643377504641,True,112,UGC07603_rotmod,4.0
Burkert,1.2526291729538843,96.1831690310267,2.1956675468158036,10,0.21956675468158035,True,87,UGC07603_rotmod,1.0
PseudoIso,0.6793700159550266,74.25545412954322,4.802227556747708,10,0.4802227556747708,True,102,UGC07603_rotmod,3.0
Einasto_alpha0.18,13.534708308360607,67.02249640577737,23.13647514731364,10,2.3136475147313638,True,141,UGC07603_rotmod,5.0
GenFT,0.35140393440291096,72.37310376484213,0.4634831486490532,6,0.07724719144150886,True,121,UGC07608_rotmod,3.0
NFW,27400.08924151848,7433.4802073875435,2.7028537597507656,6,0.4504756266251276,True,898,UGC07608_rotmod,4.0
Burkert,3.028245228815552,114.37430107372771,0.39263414440187205,6,0.06543902406697867,True,104,UGC07608_rotmod,2.0
PseudoIso,1.8759463620036594,94.43654212805687,0.32257592056470624,6,0.05376265342745104,True,93,UGC07608_rotmod,1.0
Einasto_alpha0.18,35.75600035311143,64.8431930458836,7.2674721135454865,6,1.211245352257581,True,138,UGC07608_rotmod,5.0
GenFT,0.08715832666759468,63.37328712488863,1.8171951504725503,5,0.36343903009451006,True,116,UGC07690_rotmod,2.0
NFW,1.0895113606549869,126.36656277278988,1.921884408504794,5,0.3843768817009588,True,102,UGC07690_rotmod,3.0
Burkert,0.58187443047259,91.58277657570636,0.3556466502323945,5,0.0711293300464789,True,100,UGC07690_rotmod,1.0
PseudoIso,0.169848302506804,61.37494431687861,3.784382576351085,5,0.756876515270217,True,115,UGC07690_rotmod,5.0
Einasto_alpha0.18,1.2172103719945895,58.39939091211632,2.7009196686910277,5,0.5401839337382055,True,80,UGC07690_rotmod,4.0
GenFT,0.12770994592082238,31.543502613412045,0.5568935353969882,5,0.11137870707939763,True,122,UGC07866_rotmod,4.0
NFW,13.818523306894756,125.90954665659586,0.21571690865239204,5,0.04314338173047841,True,127,UGC07866_rotmod,1.0
Burkert,1.0536084368836405,49.035181908909735,0.4813675382815761,5,0.09627350765631522,True,95,UGC07866_rotmod,3.0
PseudoIso,0.6002661320550247,38.961310422172886,0.2943511328484053,5,0.058870226569681064,True,92,UGC07866_rotmod,2.0
Einasto_alpha0.18,13.136628830925806,31.555574912075414,0.8096825157592842,5,0.16193650315185684,True,166,UGC07866_rotmod,5.0
GenFT,0.251992517246057,84.50004083179749,51.245076096866285,15,3.4163384064577524,True,119,UGC08286_rotmod,4.0
NFW,4.912512065700971,184.2051949618276,45.384438502280986,15,3.025629233485399,True,131,UGC08286_rotmod,3.0
Burkert,1.7821661674556526,126.16021210537875,15.84368841560532,15,1.0562458943736879,True,95,UGC08286_rotmod,2.0
PseudoIso,0.7948707190109469,92.1758259341131,13.003735743153845,15,0.8669157162102563,True,112,UGC08286_rotmod,1.0
Einasto_alpha0.18,7.705859969056947,86.16935689484666,62.246676864002445,15,4.149778457600163,True,89,UGC08286_rotmod,5.0
GenFT,0.16491913935104247,86.49370501474928,78.11712253460205,28,2.7898972333786447,True,135,UGC08490_rotmod,5.0
NFW,2.5175775243400684,172.14173041727003,3.5487565847921316,28,0.126741306599719,True,98,UGC08490_rotmod,1.0
Burkert,1.1620623251741007,125.55131977893532,24.99811913048334,28,0.8927899689458335,True,97,UGC08490_rotmod,4.0
PseudoIso,0.34416276541352825,82.8550447277938,10.293030132558128,28,0.3676082190199331,True,126,UGC08490_rotmod,3.0
Einasto_alpha0.18,3.047857411399587,79.71953229876748,9.749032090261027,28,0.34817971750932236,True,89,UGC08490_rotmod,2.0
GenFT,0.17185106132465983,56.74266727081146,32.76865038518338,9,3.6409611539092643,True,131,UGC08550_rotmod,5.0
NFW,3.7839458436439717,125.99213630903449,11.20659720449278,9,1.2451774671658644,True,110,UGC08550_rotmod,2.0
Burkert,1.1911580563096498,84.55903820655163,14.510977198705433,9,1.6123307998561591,True,101,UGC08550_rotmod,4.0
PseudoIso,0.5457151187591093,61.925734373067456,5.243595368852194,9,0.5826217076502438,True,105,UGC08550_rotmod,1.0
Einasto_alpha0.18,6.519268032258156,58.43592232383462,13.896509118064644,9,1.5440565686738494,True,122,UGC08550_rotmod,3.0
GenFT,0.3267627557909142,206.1087236498165,4093.2451063554972,39,104.95500272706403,True,133,UGC08699_rotmod,5.0
NFW,1.5450571827065458,428.1100404398866,314.4472669738286,39,8.062750435226375,True,114,UGC08699_rotmod,3.0
Burkert,1.000105092531546,311.35718876038624,498.03262750895414,39,12.770067372024466,True,105,UGC08699_rotmod,4.0
PseudoIso,2.6120421608060326e-11,186.72596968239446,174.64101623933755,39,4.477974775367629,True,200,UGC08699_rotmod,1.0
Einasto_alpha0.18,1.6482666638447858,196.81408997414113,296.5114522453534,39,7.602857749880856,True,98,UGC08699_rotmod,2.0
GenFT,1.2226034206485594,115.92687105902472,2.220689942198415,6,0.3701149903664025,True,129,UGC08837_rotmod,3.0
NFW,61152.03413584834,7125.814276259593,41.7560667587845,6,6.959344459797417,True,661,UGC08837_rotmod,4.0
Burkert,8.124762023581052,149.78946249677463,1.747006929010269,6,0.2911678215017115,True,117,UGC08837_rotmod,2.0
PseudoIso,4.6613896953062905,115.93445260145886,1.5031740127799582,6,0.250529002129993,True,124,UGC08837_rotmod,1.0
Einasto_alpha0.18,31.311522822512913,37.81877673132229,75.47286966221341,6,12.578811610368902,True,141,UGC08837_rotmod,5.0
GenFT,0.8182850289900883,155.28765901464934,23.488250014354545,20,1.1744125007177273,True,125,UGC09037_rotmod,4.0
NFW,23.520633301030692,370.21582297569057,21.19612089757787,20,1.0598060448788935,True,128,UGC09037_rotmod,3.0
Burkert,6.3341248506638665,235.38103204153163,12.294014742952099,20,0.614700737147605,True,98,UGC09037_rotmod,2.0
PseudoIso,3.2765250370304697,179.0288901543201,9.188296432962202,20,0.4594148216481101,True,115,UGC09037_rotmod,1.0
Einasto_alpha0.18,48.13370423526668,170.83676869148613,28.617034826372574,20,1.4308517413186288,True,102,UGC09037_rotmod,5.0
GenFT,1.4981439317684195,268.6919896833632,47382.414820600665,66,717.915376069707,True,145,UGC09133_rotmod,5.0
NFW,4.805681598372628,633.8102317546661,2120.2730618830874,66,32.12534942247102,True,125,UGC09133_rotmod,1.0
Burkert,3.1260593792011733,475.6069072824457,4360.503296376896,66,66.0682317632863,True,96,UGC09133_rotmod,3.0
PseudoIso,8.133065757078743e-13,243.45890695585103,4532.2792156510195,66,68.67089720683363,True,248,UGC09133_rotmod,4.0
Einasto_alpha0.18,5.286782134803776,288.5802403633275,2160.602333580313,66,32.7363989936411,True,101,UGC09133_rotmod,2.0
GenFT,0.10935553939449714,35.074502610714525,0.7920287992274595,3,0.2640095997424865,True,124,UGC09992_rotmod,5.0
NFW,1.5527557272698953,72.48482191451194,0.03724030606166175,3,0.012413435353887252,True,102,UGC09992_rotmod,3.0
Burkert,0.7220873634226699,51.574018339128635,0.22042016961176022,3,0.07347338987058674,True,87,UGC09992_rotmod,4.0
PseudoIso,0.23486968333259117,35.66686432763444,0.007419983220653005,3,0.0024733277402176684,True,102,UGC09992_rotmod,1.0
Einasto_alpha0.18,1.9193194114164869,33.89303370048287,0.013089127017920386,3,0.0043630423393067955,True,70,UGC09992_rotmod,2.0
GenFT,0.29783674897705714,72.87843943970915,0.4118735268795357,5,0.08237470537590715,True,128,UGC10310_rotmod,2.0
NFW,9.208881883288736,177.32441899563193,3.384878825526853,5,0.6769757651053706,True,117,UGC10310_rotmod,4.0
Burkert,2.365484448223386,111.22666952418675,0.17426456609925367,5,0.034852913219850734,True,91,UGC10310_rotmod,1.0
PseudoIso,1.2792956638748194,85.69176746258125,0.8785896963548137,5,0.17571793927096274,True,105,UGC10310_rotmod,3.0
Einasto_alpha0.18,18.809398853835752,76.31416978657546,4.334787204321677,5,0.8669574408643355,True,132,UGC10310_rotmod,5.0
GenFT,0.953018639352309,295.21027039007913,74.37246544495272,34,2.1874254542633156,True,123,UGC11455_rotmod,2.0
NFW,19.748123460094895,614.0136680795712,461.69413369493884,34,13.57923922632173,True,113,UGC11455_rotmod,4.0
Burkert,6.644178798170859,428.07904535971613,50.90972597142929,34,1.4973448815126262,True,100,UGC11455_rotmod,1.0
PseudoIso,2.92158953311879,305.0181674002864,175.57737594471342,34,5.16404046896216,True,108,UGC11455_rotmod,3.0
Einasto_alpha0.18,36.49693196930849,296.57492515909905,676.0793187248022,34,19.884685844847123,True,163,UGC11455_rotmod,5.0
GenFT,0.5328141850530388,85.32627038412267,2.7531256265819053,10,0.27531256265819054,True,113,UGC11557_rotmod,1.0
NFW,55.86715040896974,331.4736380274761,12.387810952230295,10,1.2387810952230294,True,149,UGC11557_rotmod,4.0
Burkert,4.597619194520568,134.3683288264439,2.754487996488368,10,0.2754487996488368,True,103,UGC11557_rotmod,2.0
PseudoIso,2.787599226287763,109.0525731293533,3.376387360480858,10,0.3376387360480858,True,85,UGC11557_rotmod,3.0
Einasto_alpha0.18,39.09859882027031,84.6732295243927,19.99218823913845,10,1.999218823913845,True,177,UGC11557_rotmod,5.0
GenFT,0.7443863831214645,81.3800370995454,95.45396062065811,8,11.931745077582264,True,114,UGC11820_rotmod,5.0
NFW,23.653742715184904,208.2064038104433,12.629978545073318,8,1.5787473181341647,True,117,UGC11820_rotmod,1.0
Burkert,6.001711819141519,126.10879764031567,91.15041408732955,8,11.393801760916194,True,103,UGC11820_rotmod,4.0
PseudoIso,3.0226773567366507,97.04171124256834,79.30034855432336,8,9.91254356929042,True,86,UGC11820_rotmod,3.0
Einasto_alpha0.18,52.13146386246379,85.57323838704467,12.635309115407166,8,1.5794136394258957,True,140,UGC11820_rotmod,2.0
GenFT,0.14211676626770187,327.43011046898835,1568.2547438424656,63,24.8929324419439,True,142,UGC11914_rotmod,5.0
NFW,1.530781167054732,642.0539718831517,254.6220175559157,63,4.041619326284376,True,106,UGC11914_rotmod,3.0
Burkert,0.8464458725276347,472.7574334055811,638.6071173433562,63,10.136620910212004,True,110,UGC11914_rotmod,4.0
PseudoIso,0.11807719950155988,293.33629902898883,148.9415644818476,63,2.364151817172184,True,132,UGC11914_rotmod,1.0
Einasto_alpha0.18,1.6701160436274987,295.29966209912607,203.02865125876775,63,3.2226770041074246,True,90,UGC11914_rotmod,2.0
GenFT,0.8671443398157044,262.5325684874098,52.129334956461754,29,1.7975632743607501,True,126,UGC12506_rotmod,5.0
NFW,10.276358445391633,527.6182763295301,4.662180745645832,29,0.16076485329813214,True,108,UGC12506_rotmod,1.0
Burkert,5.514836077257999,383.36104441627765,20.01774638584248,29,0.690267116753189,True,105,UGC12506_rotmod,4.0
PseudoIso,1.1145604650364849,248.73591529419105,18.859586281881995,29,0.6503305614442068,True,124,UGC12506_rotmod,3.0
Einasto_alpha0.18,11.26761689211153,243.65586272018422,6.955544398864671,29,0.23984635858154038,True,93,UGC12506_rotmod,2.0
GenFT,0.40940714223605185,72.01102546443927,7.048156329456015,13,0.5421658714966165,True,124,UGC12632_rotmod,5.0
NFW,10.930733867117734,169.81407936493025,3.5867538128293495,13,0.2759041394484115,True,117,UGC12632_rotmod,3.0
Burkert,3.175940454362528,109.52813518036402,2.882740188065026,13,0.22174924523577122,True,89,UGC12632_rotmod,2.0
PseudoIso,1.5986912411946084,82.97162908128246,0.9819728076602479,13,0.07553636982001907,True,106,UGC12632_rotmod,1.0
Einasto_alpha0.18,21.082781606701435,75.06144238765805,5.443139493587144,13,0.4187030379682418,True,106,UGC12632_rotmod,4.0
GenFT,0.5992417250387106,89.94271472068709,58.05740264532092,14,4.146957331808637,True,124,UGC12732_rotmod,5.0
NFW,17.474553623182146,217.66574255128265,6.502943024126426,14,0.46449593029474473,True,110,UGC12732_rotmod,2.0
Burkert,4.27126304416848,135.19288605951903,41.95561140660682,14,2.9968293861862016,True,87,UGC12732_rotmod,4.0
PseudoIso,1.870737850078056,99.53643680053784,19.3046917081721,14,1.3789065505837215,True,103,UGC12732_rotmod,3.0
Einasto_alpha0.18,37.180228615950476,94.82880354357081,5.76663680627087,14,0.4119026290193478,True,111,UGC12732_rotmod,1.0
GenFT,0.05793938096191095,29.75816831858152,0.4404721851878778,5,0.08809443703757555,True,139,UGCA281_rotmod,1.0
NFW,5.390944066027625,111.87516790720628,6.236453628041256,5,1.2472907256082513,True,135,UGCA281_rotmod,4.0
Burkert,0.49875045655587813,46.88524006325042,0.5787417160710291,5,0.11574834321420582,True,103,UGCA281_rotmod,2.0
PseudoIso,0.30075137271637703,38.08410052587226,1.090213862854294,5,0.21804277257085877,True,93,UGCA281_rotmod,3.0
Einasto_alpha0.18,5.980718182834181,29.873666239852252,11.001812501353017,5,2.2003625002706033,True,142,UGCA281_rotmod,5.0
GenFT,0.2856251952624803,56.771121795215585,2.338152644455798,6,0.38969210740929966,True,196,UGCA442_rotmod,1.0
NFW,11.00703343175329,145.2698323405665,26.640534665289167,6,4.4400891108815275,True,131,UGCA442_rotmod,4.0
Burkert,2.317566413994254,86.92101810645346,4.365992638595147,6,0.7276654397658578,True,95,UGCA442_rotmod,2.0
PseudoIso,1.250064033523005,66.80046946531058,8.398989997949123,6,1.3998316663248538,True,98,UGCA442_rotmod,3.0
Einasto_alpha0.18,25.029200134021167,57.167597643838555,37.13484445221684,6,6.18914074203614,True,133,UGCA442_rotmod,5.0
GenFT,0.14506421768450295,35.07504116760511,4.016456645275592,34,0.11813107780222329,True,111,UGCA444_rotmod,2.0
NFW,7389.953174209726,2879.0126331636693,4.583401994197933,34,0.13480594100582155,True,1266,UGCA444_rotmod,4.0
Burkert,1.219874374113746,54.79253584243913,4.2827988612524015,34,0.12596467238977652,True,92,UGCA444_rotmod,3.0
PseudoIso,0.7180542414507274,44.13200083661961,3.7718191867899478,34,0.11093585843499847,True,91,UGCA444_rotmod,1.0
Einasto_alpha0.18,14.217672265786305,34.22046156177805,19.669128966755267,34,0.5785037931398608,True,158,UGCA444_rotmod,5.0
